_id,id,user_id,message,response,timestamp
6881f877d281e361011adec6,53fbd7ba-5413-4583-99a8-c2632a3f7543,c28446ee-6e08-412d-86eb-dacf48fcf0d5,n,"I'm sorry, I'm having trouble processing your request right now. Pleas…",2025-07-24T09:10:15.356+00:00
6881f881d281e361011adec7,85cb608f-b3e9-4f70-9e48-b1014b6651dc,c28446ee-6e08-412d-86eb-dacf48fcf0d5,what is,"I'm sorry, I'm having trouble processing your request right now. Pleas…",2025-07-24T09:10:25.640+00:00
6881fecbcd0e2314cca59f2d,21cc1144-6be8-4e49-829c-2da14c4e6135,c28446ee-6e08-412d-86eb-dacf48fcf0d5,s,[MOCK] AI Response (Docker: unknown_image),2025-07-24T09:37:15.959+00:00
6881ff61d88a5f853b97171f,531961b4-59f9-460e-8859-41bf1228f9fb,c28446ee-6e08-412d-86eb-dacf48fcf0d5,"class LlmChat:     def __init__(self, api_key: str, session_id: str, s…","I'm sorry, I'm having trouble processing your request right now. Pleas…",2025-07-24T09:39:45.641+00:00
6881ff70d88a5f853b971720,a272d9fa-c4e8-44c6-975f-fff637976120,c28446ee-6e08-412d-86eb-dacf48fcf0d5,what is cyber security,"I'm sorry, I'm having trouble processing your request right now. Pleas…",2025-07-24T09:40:00.197+00:00
6882003818eb01e1a75646d6,ebbf4487-e1fd-42e5-83a6-e87126e7e799,c28446ee-6e08-412d-86eb-dacf48fcf0d5,s,Here's a mock response to your query about 's':,2025-07-24T09:43:20.587+00:00
6882004818eb01e1a75646d7,ff5f90a1-068c-4960-ba28-e7fbbf890c6c,c28446ee-6e08-412d-86eb-dacf48fcf0d5,hy,Here's a mock response to your query about 'hy':,2025-07-24T09:43:36.286+00:00
688202c318eb01e1a75646d8,fcca8453-ece5-49e1-ba4a-f9b7f5a0bfc4,c28446ee-6e08-412d-86eb-dacf48fcf0d5,hy,Here's a mock response to your query about 'hy':,2025-07-24T09:54:11.280+00:00
6882068048ed3d5e0a0e31bf,a53edbe3-19cf-481f-9431-42cd622a53ec,c28446ee-6e08-412d-86eb-dacf48fcf0d5,g,I'm currently unable to process your request. For immediate help:,2025-07-24T10:10:08.526+00:00
6882069248ed3d5e0a0e31c0,14944ca8-0d54-4a35-aaa8-a281af77d3a3,c28446ee-6e08-412d-86eb-dacf48fcf0d5,cybersecurity,I'm currently unable to process your request. For immediate help:,2025-07-24T10:10:26.143+00:00
6882074782965a9dd7956d8e,2ba69404-8524-42c3-87db-6a2bd9282809,c28446ee-6e08-412d-86eb-dacf48fcf0d5,s,I'm currently unable to process your request. For immediate help:,2025-07-24T10:13:27.272+00:00
688209bb4e778289ec16a679,4263a904-ab5e-4f88-95fa-e62af095c60c,c28446ee-6e08-412d-86eb-dacf48fcf0d5,s,I'm currently unable to process your request. For immediate help:,2025-07-24T10:23:55.717+00:00
688209c64e778289ec16a67a,dd8aa712-1d6a-4b1e-9b8e-e70cc4309195,c28446ee-6e08-412d-86eb-dacf48fcf0d5,s,I'm currently unable to process your request. For immediate help:,2025-07-24T10:24:06.512+00:00
688cdb076ac634938f0c253a,e29d8d1f-0f11-4520-8468-99e582aea551,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cdb266ac634938f0c253b,90d230f4-5de7-4847-ba5f-c5a83af0f403,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cdc146ac634938f0c253c,01f9b6c2-1f38-4219-9ff6-312e7fe5d15f,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cdd3236d50fabd30add57,b4ae6b36-918c-450e-8304-fa2711933439,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cdd5336d50fabd30add58,51cb5186-aa43-4d78-9637-5d7a0b7f824f,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cdda236d50fabd30add59,2f0a592b-c344-46d8-89fc-ee133c4f6e7c,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cddf236d50fabd30add5a,6946eb4d-cf19-4505-abab-91ac1fce2c9c,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
688cde0836d50fabd30add5b,a026b9f8-9296-4c98-99ba-004244745c75,bf515d6d-1301-4c9d-8bdf-93e4457a2f87,,,
